Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_(EC_2.6.1.62)	6	0	5	26	243	0	233	11	612	8	5	4	30	143	3	68	62	4	16	24	118	623	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__ATPase_component_BioM_of_energizing_module_of_biotin_ECF_transporter	1162	602	833	942	40	742	510	0	0	0	0	0	0	0	0	2	7	0	1	0	1	41	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Biotin_operon_repressor	2	2	1	2	10	3	37	4	261	7	2	2	9	17	13	7	10	1	3	7	25	166	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Biotin_synthase_(EC_2.8.1.6)	25	4	16	5	184	7	251	73	390	126	6	12	77	83	325	18	20	0	12	39	84	541	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Biotin_synthesis_protein_bioC	1	0	0	0	375	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Dethiobiotin_synthetase_(EC_6.3.3.3)	0	0	0	1	377	0	195	10	164	10	13	0	54	155	1	104	77	4	16	24	140	537	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Pimeloyl-CoA_synthase_(EC_6.2.1.14)	0	0	0	0	0	0	27	2	330	0	2	0	0	10	0	6	4	1	3	8	6	154	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__predicted_biotin_regulatory_protein_BioR_(GntR_family)	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Predicted_biotin_repressor_from_TetR_family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Biotin;f__Biotin_biosynthesis;g__Transmembrane_component_BioN_of_energizing_module_of_biotin_ECF_transporter	338	164	301	284	10	298	186	0	0	0	0	0	0	1	0	0	0	0	0	0	3	8	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__2-dehydropantoate_2-reductase_(EC_1.1.1.169)	34	12	20	12	232	6	1447	1701	84	1088	1293	1516	676	2500	3296	1034	1377	548	2707	1752	2268	1210	9
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)	16	3	5	12	233	8	104	15	3	11	9	4	53	31	123	7	54	2	6	16	22	221	15
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Aspartate_1-decarboxylase_(EC_4.1.1.11)	2	0	0	0	86	0	4	1	65	0	2	0	27	2	0	1	3	0	0	1	5	54	4
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Dephospho-CoA_kinase_(EC_2.7.1.24)	905	510	610	732	143	567	737	10	266	328	236	12	41	17	14	50	53	3	4	6	20	127	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Ketol-acid_reductoisomerase_(EC_1.1.1.86)	4490	2553	3487	3830	522	3199	2238	7	389	10	2	4	88	22	123	15	66	2	12	31	82	579	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Pantothenate_kinase_(EC_2.7.1.33)	0	4	0	12	239	0	610	1097	92	956	1061	833	503	1301	1379	937	1373	1048	1563	1221	1294	1397	48
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Pantothenate_kinase_type_II_eukaryotic_(EC_2.7.1.33)	0	0	0	0	0	0	40	4	0	16	1	2	4	22	78	8	5	0	2	11	29	208	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Pantothenate_kinase_type_III_CoaX-like_(EC_2.7.1.33)	1655	944	1144	1403	50	1245	757	0	477	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Pantothenate:Na+_symporter_(TC_2.A.21.1.1)	2	0	0	0	413	1	0	0	2	0	0	0	73	0	0	0	0	0	0	0	0	1	1
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Phosphopantothenoylcysteine_decarboxylase_(EC_4.1.1.36)	1339	771	1029	1162	290	967	930	682	528	448	533	414	193	828	797	611	766	546	976	816	944	960	8
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_A;f__Coenzyme_A_Biosynthesis;g__Phosphopantothenoylcysteine_synthetase_(EC_6.3.2.5)	19	85	70	32	105	9	411	776	135	497	562	703	232	840	1017	690	821	656	1059	984	906	1082	7
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_M;f__coenzyme_M_biosynthesis;g__2-phosphosulfolactate_phosphatase_(EC_3.1.3.71)	8	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Coenzyme_M;f__coenzyme_M_biosynthesis;g__L-sulfolactate_dehydrogenase_(EC_1.1.1.272)	0	0	0	0	0	1	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Dihydrofolate_reductase_(EC_1.5.1.3)	479	225	351	433	268	377	1029	950	498	847	833	820	430	1254	1582	710	1224	849	1654	1517	1673	1843	11
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Formate--tetrahydrofolate_ligase_(EC_6.3.4.3)	3365	1924	2521	2942	85	2379	2527	608	774	632	638	491	222	913	1100	726	1043	738	1160	845	1025	1720	16
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Isocitrate_dehydrogenase_[NADP]_(EC_1.1.1.42)	1387	759	1090	1278	278	1074	710	9	1	20	8	3	44	12	32	17	7	1	13	13	35	447	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Methylenetetrahydrofolate_dehydrogenase_(NADP+)_(EC_1.5.1.5)_/_Methenyltetrahydrofolate_cyclohydrolase_(EC_3.5.4.9)	551	219	306	306	85	305	211	3	60	21	4	8	10	2	5	1	60	0	0	1	0	38	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Phosphomethylpyrimidine_kinase_(EC_2.7.4.7)	1411	774	1062	1269	264	1022	1024	410	654	270	245	349	146	533	848	256	379	218	738	745	765	1078	4
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(EC_2.1.2.3)	1272	731	1014	1227	403	961	1324	1457	1146	1425	1014	1012	420	1634	1765	1144	1721	1085	2309	1782	1795	2177	36
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Phosphoribosylglycinamide_formyltransferase_(EC_2.1.2.2)	11	9	5	11	155	5	503	456	709	482	375	294	183	520	623	410	487	422	501	521	496	673	5
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Substrate-specific_component_ThiW_of_predicted_thiazole_ECF_transporter	0	0	0	0	3	0	358	6	61	37	6	9	15	19	49	5	5	2	4	4	8	94	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__Thiamine_kinase_(EC_2.7.1.89)	0	0	0	0	157	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__5-FCL-like_protein;g__YlmB	0	0	0	0	0	0	162	94	0	29	6	42	14	176	466	14	22	0	34	127	213	791	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Dihydrofolate_synthase_(EC_6.3.2.12)	1215	653	952	1149	309	808	1181	895	121	616	643	660	279	1010	1172	683	976	681	1447	1151	1032	1335	13
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Dihydroneopterin_triphosphate_pyrophosphohydrolase_type_2_(nudB)	0	0	0	0	148	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Folylpolyglutamate_synthase_(EC_6.3.2.17)	1188	611	893	1113	25	727	519	7	541	34	0	6	15	1	25	3	17	2	4	2	2	48	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Para-aminobenzoate_synthase_aminase_component_(EC_2.6.1.85)	1710	933	1246	1553	306	1243	829	7	1	26	5	3	36	14	42	15	32	1	7	8	50	237	1
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Substrate-specific_component_FolT_of_folate_ECF_transporter	0	7	1	0	2	0	122	1151	220	1055	1040	747	361	1268	1460	906	1170	922	1616	1270	1468	1320	37
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Thymidylate_synthase_(EC_2.1.1.45)	1529	977	1090	1328	226	1127	1357	1196	495	785	600	680	277	1227	1468	538	976	593	1765	1386	1567	1602	13
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Folate_Biosynthesis;g__Thymidylate_synthase_thyX_(EC_2.1.1.-)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	68	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Methanopterin_biosynthesis2;g__Triphosphoribosyl-dephospho-CoA_synthetase	0	0	0	0	0	0	0	7	0	31	1	9	12	0	3	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__DNA-binding_domain_of_ModE	0	0	0	0	76	0	83	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdate-binding_domain_of_ModE	0	0	0	0	165	0	0	0	0	0	0	0	16	0	0	0	36	1	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_ABC_transporter_periplasmic_molybdenum-binding_protein_ModA_(TC_3.A.1.8.1)	29	0	14	11	133	4	416	1	389	4	3	1	24	7	12	2	0	0	1	6	12	153	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_cofactor_biosynthesis_protein_MoaB	33	4	9	11	84	2	36	5	493	16	1	2	33	17	50	7	28	1	2	2	33	226	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_cofactor_biosynthesis_protein_MoaC	10	2	6	9	94	4	394	1	229	6	2	1	17	17	23	1	38	0	2	1	11	69	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_cofactor_biosynthesis_protein_MoaD	16	5	7	0	75	2	7	0	1	3	0	0	15	2	33	0	0	0	0	0	3	56	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_cofactor_biosynthesis_protein_MoaE	15	2	13	7	158	2	39	3	1	6	4	3	20	13	79	3	32	0	2	6	27	189	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_transport_ATP-binding_protein_ModC_(TC_3.A.1.8.1)	129	131	72	258	180	157	432	1	60	8	1	0	38	13	17	2	3	0	1	0	9	90	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdenum_transport_system_permease_protein_ModB_(TC_3.A.1.8.1)	48	4	21	31	144	13	187	6	158	11	1	3	15	13	33	5	34	0	2	5	13	125	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdopterin_biosynthesis_Mog_protein_molybdochelatase	0	0	0	9	150	0	78	0	4	0	0	0	57	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdopterin_biosynthesis_protein_MoeA	26	4	13	18	219	5	1216	12	551	33	6	3	28	36	204	10	35	0	8	0	54	431	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdopterin_biosynthesis_protein_MoeB	53	1	2	15	160	1	112	6	3	20	10	3	30	33	65	14	26	0	5	20	48	300	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdopterin-guanine_dinucleotide_biosynthesis_protein_MobA	32	5	10	7	79	4	419	4	301	4	1	1	44	17	60	4	5	1	2	1	24	150	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Molybdenum_cofactor_biosynthesis;g__Molybdopterin-guanine_dinucleotide_biosynthesis_protein_MobB	6	2	5	6	2	2	255	1	475	13	1	1	37	8	57	3	1	0	2	1	10	98	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__p-Aminobenzoyl-Glutamate_Utilization;g__Aminobenzoyl-glutamate_transport_protein	0	0	0	0	19	0	106	17	0	28	2	5	45	5	379	1	0	0	1	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__p-Aminobenzoyl-Glutamate_Utilization;g__Catalyzes_the_cleavage_of_p-aminobenzoyl-glutamate_to_p-aminobenzoate_and_glutamate_subunit_A	0	0	0	0	292	0	0	0	59	0	0	0	25	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__p-Aminobenzoyl-Glutamate_Utilization;g__Catalyzes_the_cleavage_of_p-aminobenzoyl-glutamate_to_p-aminobenzoate_and_glutamate_subunit_B	0	0	0	15	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__p-Aminobenzoyl-Glutamate_Utilization;g__Regulatory_protein_(induces_abgABT_used_to_catabolize_p-aminobenzoyl-glutamate)	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_biosynthesis;g__4-amino-4-deoxy-L-arabinose_transferase_and_related_glycosyltransferases_of_PMT_family	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_biosynthesis;g__Dihydropteridine_reductase_(EC_1.5.1.34)	1	0	0	0	216	0	328	31	353	46	10	25	32	49	147	25	93	7	17	31	89	523	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_biosynthesis;g__GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1	1492	843	956	1077	132	937	933	1	657	0	0	0	22	8	1	4	70	0	2	0	2	58	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_biosynthesis;g__Phenylalanine-4-hydroxylase_(EC_1.14.16.1)	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_biosynthesis;g__Pterin-4-alpha-carbinolamine_dehydratase_(EC_4.2.1.96)	8	4	3	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_carbinolamine_dehydratase;g__Aromatic-amino-acid_aminotransferase_(EC_2.6.1.57)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_metabolism_3;g__Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)	7	1	3	5	0	2	1	0	0	0	0	0	0	0	0	0	9	0	0	2	0	2	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__Pterin_metabolism_3;g__Fumarylacetoacetate_hydrolase_family_protein	832	464	651	735	20	604	434	14	69	31	6	6	27	21	167	17	30	0	7	7	24	415	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__510-methylenetetrahydrofolate_reductase_(EC_1.5.1.20)	1616	853	1266	1394	317	1152	1042	83	285	94	7	37	84	89	676	27	65	4	33	125	220	1126	1
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Anaerobic_dimethyl_sulfoxide_reductase_chain_B_(EC_1.8.99.-)	0	0	0	0	194	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Dihydroorotate_dehydrogenase_catalytic_subunit_(EC_1.3.3.1)	1248	717	969	1079	27	875	1530	1720	590	1622	1179	974	333	1688	1850	1388	1642	1292	2556	2072	1996	2210	13
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Ferredoxin	3199	1829	2722	2872	416	2344	1788	297	1179	124	166	113	161	189	778	124	251	193	235	175	248	702	4
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Folate-dependent_protein_for_Fe/S_cluster_synthesis/repair_in_oxidative_stress	3	0	0	10	227	0	0	0	0	0	0	0	44	0	1	1	50	0	1	0	1	64	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Formate_dehydrogenase-O_major_subunit_(EC_1.2.1.2)	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Fumarate_hydratase_class_I_aerobic_(EC_4.2.1.2)	50	12	27	41	257	2	6	0	300	0	0	0	64	1	1	0	0	0	3	0	2	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Molybdenum_cofactor_biosynthesis_protein_MoaA	45	10	37	21	244	14	41	9	126	20	1	4	22	15	82	12	40	1	9	6	29	331	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__NADH-ubiquinone_oxidoreductase_chain_F_(EC_1.6.5.3)	1	0	0	25	290	1	0	0	0	0	0	0	79	0	0	0	0	0	2	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Phosphoglycerate_kinase_(EC_2.7.2.3)	1630	497	1367	833	324	1282	935	816	516	670	444	407	272	820	910	612	945	636	1369	853	987	1347	5
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Rhodanese-related_sulfurtransferase	3	0	0	7	137	0	0	0	2	0	0	0	80	0	1	1	0	0	1	0	1	39	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Spore_photoproduct_lyase_(EC_4.1.99.-)	8	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Thiazole_biosynthesis_protein_ThiH	4	0	0	0	302	0	0	0	844	0	0	0	40	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Thiol:disulfide_interchange_protein_DsbC	0	0	1	0	148	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__Twin-arginine_translocation_protein_TatA	22	0	9	5	143	8	11	2	120	4	0	1	45	0	13	1	7	0	0	2	1	22	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ;g__YgfY_COG2938	0	0	0	5	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ-Iron;g__COG1272:_Predicted_membrane_protein_hemolysin_III_homolog	2405	1401	1733	2033	249	1830	1464	541	36	378	360	443	198	784	918	321	534	318	857	748	749	718	11
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ-Iron;g__TonB-dependent_receptor;_Outer_membrane_receptor_for_ferrienterochelin_and_colicins	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Folate_and_pterines;f__YgfZ-Iron;g__Transcriptional_regulator_FUR_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	2	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Lipoic_acid;f__Lipoic_acid_metabolism;g__Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	1	1	0	12	185	0	0	0	3	0	0	0	23	0	0	1	55	1	2	0	4	75	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__Lipoic_acid;f__Lipoic_acid_metabolism;g__Proposed_lipoate_regulatory_protein_YbeD	0	0	0	0	119	0	0	0	1	0	0	0	36	0	0	0	0	0	0	0	2	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	630	339	433	487	161	456	473	371	91	260	230	225	115	492	408	267	499	257	596	482	514	673	5
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Amidases_related_to_nicotinamidase	0	0	0	3	165	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Glutamine_amidotransferase_chain_of_NAD_synthetase	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Kynurenine_formamidase_bacterial_(EC_3.5.1.9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__NAD_synthetase_(EC_6.3.1.5)	2242	1259	1718	1943	178	1755	1627	751	363	517	445	580	247	1038	1037	572	851	532	1353	1009	1212	1217	8
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__NadR_transcriptional_regulator	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Nicotinamidase_family_protein_YcaC	0	0	0	2	82	2	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Nicotinamidase/isochorismatase_family_protein	2	2	2	0	165	0	0	585	71	664	603	390	233	624	782	516	780	481	742	598	569	562	64
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Nicotinamide-nucleotide_adenylyltransferase_NadR_family_(EC_2.7.7.1)	0	0	0	0	429	0	0	0	6	0	0	0	92	0	0	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Nicotinate_phosphoribosyltransferase_(EC_2.4.2.11)	2646	1566	2068	2323	244	2098	2189	2113	798	1434	1471	1477	559	2380	2755	1516	1994	1517	3001	2599	2587	3093	26
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__Nicotinate-nucleotide_adenylyltransferase_(EC_2.7.7.18)	1167	752	1011	1224	178	951	1109	830	259	660	718	600	341	965	1157	692	941	759	1218	1018	1033	1047	13
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__NMN_5'-nucleotidase_extracellular_(EC_3.1.3.5)	0	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
c__Cofactors_Vitamins_Prosthetic_Groups_Pigments;o__NAD_and_NADP;f__NAD_and_NADP_cofactor_biosynthesis_global;g__NMN_phosphatase_(EC_3.1.3.5)	0	0	0	0	112	0	0	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0
