Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__Planctomyces maris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula;s__Rhodopirellula baltica	279	94	183	215	3	198	116	58	274	10	42	77	30	38	35	59	46	24	41	34	71	97	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis excentricus	0	0	0	14	0	1	1	37	7	100	113	95	12	81	34	50	5	24	39	109	35	26	2
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. BAL3	9	2	2	4	0	1	2	0	0	0	1	0	1	1	0	0	0	0	2	2	1	12	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas subvibrioides	11	1	2	4	0	2	2	1	0	0	0	1	9	0	1	0	3	2	5	3	3	13	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter segnis	2	0	0	2	0	0	0	1	0	2	6	0	3	16	29	4	1	1	1	53	81	23	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp. K31	19	1	2	28	1	0	54	2	171	1	0	0	7	0	1	1	1	5	0	0	0	11	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter vibrioides	135	4	60	89	2	33	57	1	96	5	4	1	19	23	2	2	6	3	3	2	2	17	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas;s__Aurantimonas manganoxydans	45	0	0	159	1	1	27	0	1	1	0	0	5	0	0	0	18	0	1	0	0	3	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__Bartonella;s__Bartonella bacilliformis	0	0	0	129	29	0	0	0	1	0	0	0	22	0	0	1	3	0	1	0	1	10	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__Bartonella;s__Bartonella henselae	1	0	0	112	0	0	0	61	123	5	36	12	4	32	41	8	10	22	2	69	1	3	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__Bartonella;s__Bartonella quintana	237	0	0	47	0	0	1	1	0	2	0	0	1	0	0	0	13	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__Bartonella;s__Bartonella tribocorum	1	0	1	9	0	0	0	0	14	0	0	0	0	1	0	0	3	0	0	1	1	3	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum	403	211	261	712	127	212	232	2	72	1	2	1	4	4	4	2	22	1	4	2	7	27	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium sp. BTAi1	198	37	82	310	47	112	263	53	36	1	2	0	55	4	150	110	118	115	2	183	2	70	2
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium sp. ORS278	363	212	290	477	35	323	181	2	16	2	0	1	24	0	20	1	8	0	2	0	2	23	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter;s__Nitrobacter hamburgensis	162	39	170	142	4	124	96	8	6	6	17	54	0	9	34	17	46	5	20	27	81	61	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter;s__Nitrobacter sp. Nb-311A	3	0	1	11	19	1	0	0	21	0	0	0	3	1	0	0	9	0	1	1	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter;s__Nitrobacter winogradskyi	2	0	0	35	0	1	0	0	21	0	1	2	16	0	0	0	0	0	0	0	1	4	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Oligotropha;s__Oligotropha carboxidovorans	3	1	1	79	0	0	0	1	0	0	0	0	2	1	1	0	21	0	0	1	1	7	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris	289	179	409	678	9	106	72	40	435	49	69	48	241	86	128	49	102	42	6	12	11	77	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella abortus	3	0	2	4654	0	0	0	0	24	12	1	0	9	0	0	0	1	0	1	1	2	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella ceti	60	68	46	410	0	19	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella melitensis	8	18	28	12374	0	1	0	1	0	1	1	0	21	0	1	1	44	0	2	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella microti	0	0	0	303	0	0	0	9	0	0	7	12	2	15	3	46	70	0	0	0	15	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella pinnipedialis	20	0	0	4326	1	0	3	1	0	0	0	0	3	0	0	0	21	0	0	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella suis	0	1	2	6683	0	1	0	0	1	0	0	0	7	1	0	1	1	0	0	1	3	12	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum anthropi	36	6	16	35016	10	62	38	2	73	70	8	1	11	0	2	1	27	0	1	33	24	32	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum intermedium	2	0	1	33683	0	1	0	0	0	0	0	0	57	0	1	0	9	0	0	0	2	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium extorquens	170	128	141	157	56	152	94	3	1	1	1	1	8	2	15	3	6	3	9	4	5	76	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium populi	0	0	0	7	15	0	1	1	0	0	0	0	1	0	2	1	0	0	2	0	0	14	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium radiotolerans	1	1	2	30	0	1	0	0	0	0	0	0	28	0	0	1	4	0	0	2	1	12	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium sp. 4-46	18	53	17	141	1	18	50	0	0	12	0	0	13	1	1	3	4	0	2	0	3	5	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Chelativorans;s__Chelativorans sp. BNC1	348	91	30	1262	29	115	48	1	24	18	5	0	23	0	18	2	3	0	4	0	2	37	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Hoeflea;s__Hoeflea phototrophica	0	0	0	7	0	1	1	0	1	0	0	1	0	1	0	0	1	0	16	7	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium loti	273	195	236	2227	37	260	119	96	263	92	55	56	63	76	134	52	132	1	11	2	124	112	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Parvibaculum;s__Parvibaculum lavamentivorans	2	1	1	67	39	0	1	112	27	107	3	85	56	150	140	103	142	115	125	118	182	146	10
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium rhizogenes	94	32	48	79	1	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium tumefaciens	123	34	113	2481	18	68	92	105	32	62	63	46	96	111	95	79	101	67	188	82	31	123	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium vitis	0	1	1	308	19	1	0	1	1	2	0	1	35	0	2	0	15	1	1	0	6	7	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium etli	138	155	122	1203	39	140	188	579	51	540	607	364	156	582	893	433	571	440	1017	696	673	661	8
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	205	139	195	1562	90	243	79	234	117	170	0	76	190	2	43	0	19	1	4	172	7	92	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium fredii	15	3	5	212	10	3	53	7	1	5	7	13	20	11	29	1	1	8	3	9	2	4	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium medicae	3	1	1	1016	20	1	0	126	1	197	103	141	66	122	140	18	202	90	237	110	164	202	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti	92	1	4	2085	30	1	0	2	48	7	2	1	42	1	26	25	72	0	86	2	3	106	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium;s__Azorhizobium caulinodans	1	5	1	189	1	2	0	3	28	1	0	26	2	53	43	0	31	0	9	59	18	4	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Starkeya;s__Starkeya novella	23	68	1	155	30	4	1	82	4	87	45	31	50	54	42	1	60	0	84	54	31	50	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__Xanthobacter autotrophicus	222	7	38	400	30	16	51	67	111	150	64	64	54	173	102	89	181	82	262	161	181	161	6
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas neptunium	3	0	2	36	0	0	0	1	2	3	0	0	12	1	0	0	41	0	0	1	1	8	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Maricaulis;s__Maricaulis maris	137	55	129	193	5	104	78	0	69	0	0	0	0	1	0	0	10	0	0	0	0	3	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Oceanicaulis;s__Oceanicaulis sp. HTCC2633	0	0	0	8	0	0	1	0	0	0	0	1	0	1	15	0	6	0	0	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__Dinoroseobacter shibae	9	38	51	94	247	4	0	0	20	1	1	0	0	1	0	6	0	0	2	1	2	16	12
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia sp. CCS1	43	60	81	154	0	2	40	0	133	1	0	0	13	0	0	0	0	0	0	0	0	16	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ketogulonicigenium;s__Ketogulonicigenium vulgare	1	43	15	17	1	0	0	354	22	235	193	237	58	276	350	0	1	0	0	0	1	21	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Labrenzia;s__Labrenzia aggregata	0	0	2	26	6	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maritimibacter;s__Maritimibacter alkaliphilus	4	7	2	17	2	52	1	0	0	0	0	0	11	0	1	1	1	0	1	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanibulbus;s__Oceanibulbus indolifex	1	0	0	11	0	0	0	0	0	0	1	0	22	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicola;s__Oceanicola batsensis	2	1	2	36	0	1	1	61	4	74	47	49	29	94	96	52	111	76	106	75	137	173	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus denitrificans	156	84	94	523	7	134	74	89	71	120	84	91	61	93	155	2	0	1	1	1	1	25	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pelagibaca;s__Pelagibaca bermudensis	0	0	0	21	20	16	1	1	0	2	1	1	1	0	9	0	0	0	0	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter sphaeroides	3	156	129	404	473	140	98	4	1	3	1	2	22	0	1	0	41	0	5	0	0	11	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter denitrificans	75	9	19	168	79	22	30	0	68	0	1	0	19	0	0	0	5	0	1	1	0	6	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter sp. MED193	60	0	71	71	75	131	42	0	0	12	0	0	2	0	0	0	0	0	1	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. 217	199	44	121	172	5	72	74	0	0	2	0	0	9	2	0	0	0	0	0	1	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria pomeroyi	1	47	4	75	16	5	1	0	6	0	0	0	21	0	0	0	39	0	1	0	0	32	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp. TM1040	116	0	74	48	0	33	67	0	0	0	2	0	6	1	0	0	26	0	0	0	1	1	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Silicibacter sp. TrichCH4B	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula stellata	0	1	0	2	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. EE-36	0	11	0	5	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. NAS-14.1	0	0	0	106	140	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	22	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter pasteurianus	0	0	1	8	0	0	0	0	0	0	0	1	17	0	1	0	0	0	0	0	0	1	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium cryptum	67	67	99	113	9	76	45	16	10	0	1	20	2	0	103	0	21	0	22	123	1	23	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter diazotrophicus	1	1	0	20	0	1	0	1	59	0	0	0	0	1	0	0	44	0	0	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter hansenii	0	0	0	16	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter;s__Gluconobacter oxydans	18	0	0	35	1	0	0	27	55	34	21	33	28	0	0	9	4	42	111	1	88	44	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Granulibacter;s__Granulibacter bethesdensis	3	20	27	112	0	66	0	0	40	1	0	0	6	3	0	0	35	1	0	0	0	2	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas cervicalis	0	1	0	35	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	3	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. B510	1	1	1	33	34	0	0	0	23	0	9	0	2	24	0	0	0	0	0	2	0	7	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum magneticum	6	0	3	35	68	2	2	0	93	0	1	1	0	0	0	0	75	0	1	0	1	6	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum magnetotacticum	152	100	144	147	29	129	72	0	0	0	1	0	86	0	1	0	156	1	9	1	0	19	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum centenum	2	0	0	42	61	0	7	0	42	0	0	0	1	0	0	0	4	0	0	1	2	7	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum rubrum	1	49	0	194	63	0	15	13	240	27	0	0	42	4	25	1	6	0	0	0	3	6	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma marginale	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia ruminantium	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia endosymbiont of Drosophila melanogaster	0	0	1	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia canadensis	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia prowazekii	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__unclassified (derived from Rickettsiales);g__Candidatus Pelagibacter;s__Candidatus Pelagibacter ubique	1	0	0	3	3	9	0	0	160	0	14	0	1	0	0	2	22	0	0	0	1	0	8
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter litoralis	7	0	21	112	0	2	1	49	73	59	46	33	17	75	68	50	94	49	105	75	122	98	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter sp. NAP1	1	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	3	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium aromaticivorans	5	0	5	10	105	1	22	0	132	0	0	0	4	3	2	1	4	0	2	0	0	59	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium japonicum	3	0	0	6	37	0	0	0	24	0	0	0	25	0	2	0	0	0	0	0	1	5	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas wittichii	117	82	93	198	546	190	160	1	44	2	0	0	5	1	0	1	6	1	0	1	2	13	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis	9	4	4	34	0	2	0	12	0	11	9	5	3	20	6	10	50	27	2	2	4	7	1
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Zymomonas;s__Zymomonas mobilis	1	0	2	205	0	1	2	0	119	0	1	0	16	1	1	0	126	1	1	0	1	6	1
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter piechaudii	18	1	6	40	7	4	1	0	0	2	0	2	3	2	9	1	1	2	0	2	7	10	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter xylosoxidans	87	75	64	277	27	148	40	0	160	0	0	2	25	1	3	0	1	1	4	2	8	23	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella avium	108	26	67	22	83	31	13	301	85	122	245	287	116	290	475	179	158	133	470	372	525	97	3
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella bronchiseptica	447	147	177	269	635	211	148	0	122	0	1	0	21	0	2	1	24	0	2	1	4	25	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella parapertussis	63	44	78	147	0	89	18	0	31	1	0	1	23	1	0	1	3	1	0	1	2	3	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella pertussis	89	11	62	7	0	21	4	0	94	2	0	1	0	2	0	1	13	0	1	0	1	3	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella petrii	91	10	61	33	94	23	28	0	20	1	0	0	18	1	0	0	1	1	0	0	1	6	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia ambifaria	114	3	28	59	211	45	4	2	19	1	3	0	111	4	2	0	22	0	5	1	2	17	3
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cenocepacia	535	341	340	537	708	382	278	28	9	7	3	1	113	29	7	4	4	3	7	19	101	89	7
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia dolosa	5	1	2	39	0	1	0	1	0	0	0	0	2	1	1	0	2	1	0	0	3	15	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia mallei	6	58	12	105	0	91	0	0	0	1	0	0	5	0	0	0	9	0	0	0	0	2	1
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia multivorans	13	20	17	134	2	2	3	0	61	3	0	1	57	3	3	2	42	0	8	0	3	14	3
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia oklahomensis	0	0	0	2	2	0	353	0	1	0	0	1	16	1	6	0	0	1	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia phymatum	146	98	121	221	23	143	58	3	150	1	3	1	29	1	0	5	3	2	0	1	5	10	4
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia phytofirmans	8	0	9	24	28	0	7	19	3	76	0	1	4	12	43	67	0	33	147	1	103	39	0
